Date,Region,Market,Store Type,Product Category,Collection Type,Product Family,SKU,Units Sold,Revenue,Average Selling Price,Inventory Units,Sell Through Rate,Gross Margin %,Return Rate,Customer Segment,Channel,Visual Merchandising Score,Stockout Flag,Promotion Flag
2023-06-13,North America,USA,Flagship,Leather Goods,Core,Wallet,LX-LE-01428,33,68183.47,2020.7,14,0.6982,0.71,0.0708,High Value,Retail,8.5,0,0
2024-12-01,North America,USA,Boutique,Ready-to-Wear,Core,Blazer,LX-RE-01429,30,63509.45,2149.22,10,0.7349,0.5857,0.2061,Returning Client,E-commerce,6.0,0,0
2023-05-25,North America,USA,Flagship,Accessories,Core,Sunglasses,LX-AC-01430,24,18144.27,731.86,6,0.7948,0.74,0.0659,High Value,Retail,9.2,0,1
2023-06-13,North America,USA,Flagship,Ready-to-Wear,Core,Blazer,LX-RE-01431,21,55499.19,2599.92,6,0.7754,0.5722,0.0589,New Client,Clienteling,8.1,0,0
2024-01-29,North America,USA,Department Store,Women's Shoes,Runway,Sandal,LX-WO-01432,17,19810.15,1181.25,10,0.6183,0.6444,0.1964,New Client,E-commerce,6.1,0,0
2023-10-03,Asia-Pacific,Japan,Boutique,Men's Shoes,Limited Edition,Oxford,LX-ME-01433,6,5959.2,1235.99,0,0.9418,0.6402,0.0767,Returning Client,Retail,7.8,1,0
2023-01-16,Asia-Pacific,Japan,Flagship,Men's Shoes,Core,Oxford,LX-ME-01434,2,1952.51,951.98,0,0.7067,0.6097,0.041,New Client,Clienteling,8.7,0,0
2024-12-05,North America,USA,Boutique,Ready-to-Wear,Limited Edition,Dress,LX-RE-01435,12,29706.96,3271.99,0,0.9554,0.6207,0.2165,New Client,E-commerce,6.8,1,1
2023-05-19,North America,USA,Boutique,Leather Goods,Core,Wallet,LX-LE-01436,22,40277.47,1839.07,12,0.6404,0.6552,0.1531,High Value,E-commerce,6.7,0,0
2023-07-15,North America,USA,Department Store,Men's Shoes,Core,Oxford,LX-ME-01437,8,6736.22,860.09,3,0.7242,0.6019,0.0422,New Client,Retail,5.6,0,1
2023-01-18,Asia-Pacific,South Korea,Department Store,Accessories,Core,Belt,LX-AC-01438,10,6272.65,640.72,1,0.8346,0.7448,0.0517,Returning Client,Clienteling,5.6,0,0
2024-10-23,Europe,UK,Flagship,Ready-to-Wear,Seasonal,Blazer,LX-RE-01439,2,5616.01,2690.95,0,0.7314,0.5511,0.1597,New Client,E-commerce,9.9,0,0
2024-12-29,North America,USA,Boutique,Women's Shoes,Core,Boot,LX-WO-01440,23,21462.64,940.21,5,0.8207,0.627,0.0755,Returning Client,Retail,6.5,0,0
2024-12-19,North America,USA,Boutique,Ready-to-Wear,Runway,Blazer,LX-RE-01441,26,86287.44,3255.27,21,0.5453,0.6038,0.2112,Returning Client,E-commerce,8.3,0,0
2024-05-14,North America,USA,Department Store,Accessories,Core,Sunglasses,LX-AC-01442,11,7311.19,640.63,6,0.6319,0.715,0.1623,New Client,E-commerce,9.5,0,1
2024-06-01,Asia-Pacific,South Korea,Boutique,Leather Goods,Limited Edition,Tote,LX-LE-01443,1,2762.88,2702.08,0,0.8478,0.7449,0.0531,Returning Client,Retail,8.5,0,0
2024-05-26,Europe,Italy,Boutique,Women's Shoes,Core,Sneaker,LX-WO-01444,15,15099.24,994.68,3,0.8088,0.6366,0.0457,New Client,Retail,7.8,0,0
2023-04-17,Middle East,UAE,Department Store,Men's Shoes,Runway,Loafer,LX-ME-01445,17,19795.54,1176.8,10,0.6283,0.5941,0.1786,Returning Client,E-commerce,6.3,0,0
2024-05-03,Middle East,UAE,E-commerce,Ready-to-Wear,Runway,Coat,LX-RE-01446,20,54232.71,2812.9,14,0.5769,0.5454,0.1417,Returning Client,Clienteling,4.6,0,0
2024-11-05,Asia-Pacific,Japan,Flagship,Men's Shoes,Core,Derby,LX-ME-01447,27,26095.79,955.05,10,0.716,0.61,0.186,Returning Client,E-commerce,7.8,0,0
2023-11-16,Europe,France,Department Store,Leather Goods,Limited Edition,Wallet,LX-LE-01448,17,44816.0,2628.35,2,0.8919,0.6991,0.0662,High Value,Clienteling,7.2,0,0
2023-01-27,Europe,Italy,Department Store,Leather Goods,Limited Edition,Wallet,LX-LE-01449,10,25249.73,2900.2,0,0.9527,0.7225,0.0658,Returning Client,Retail,6.4,1,0
2024-10-25,Europe,France,Department Store,Ready-to-Wear,Seasonal,Blazer,LX-RE-01450,22,52664.16,2337.72,13,0.6142,0.5881,0.0402,High Value,Retail,8.6,0,0
2023-03-09,Middle East,UAE,Department Store,Ready-to-Wear,Core,Blazer,LX-RE-01451,8,31981.96,2835.51,2,0.7592,0.5803,0.0189,VIC,Clienteling,6.9,0,0
2024-09-15,Asia-Pacific,South Korea,Department Store,Accessories,Core,Sunglasses,LX-AC-01452,6,3866.89,645.45,1,0.7815,0.7046,0.075,New Client,Retail,6.9,0,0
2023-06-12,Europe,Italy,Boutique,Ready-to-Wear,Seasonal,Blazer,LX-RE-01453,21,49464.88,2327.54,7,0.7297,0.565,0.1771,Returning Client,E-commerce,7.8,0,1
2023-11-12,Asia-Pacific,China,E-commerce,Accessories,Seasonal,Belt,LX-AC-01454,11,8072.32,734.95,4,0.7255,0.718,0.1585,Returning Client,Retail,6.9,0,0
2024-10-01,Europe,France,Department Store,Accessories,Core,Jewellery,LX-AC-01455,2,1389.4,687.48,0,0.7149,0.7029,0.0681,High Value,Retail,7.7,0,0
2024-08-01,North America,USA,Boutique,Men's Shoes,Core,Sneaker,LX-ME-01456,3,2686.49,873.23,1,0.7081,0.5776,0.06,High Value,Retail,8.7,0,0
2024-12-30,Europe,UK,Flagship,Ready-to-Wear,Seasonal,Coat,LX-RE-01457,12,47819.49,2716.94,8,0.5931,0.5698,0.0383,VIC,Retail,6.2,0,1
2024-01-26,Europe,Italy,Department Store,Men's Shoes,Seasonal,Oxford,LX-ME-01458,15,13246.11,868.74,8,0.6421,0.5883,0.0544,New Client,Retail,8.1,0,0
2023-04-27,Asia-Pacific,Japan,E-commerce,Men's Shoes,Seasonal,Oxford,LX-ME-01459,13,11921.72,900.84,3,0.8122,0.5988,0.1728,New Client,Retail,8.2,0,0
2024-06-12,North America,USA,Department Store,Ready-to-Wear,Limited Edition,Coat,LX-RE-01460,7,20198.54,2907.31,1,0.8739,0.6002,0.0649,High Value,Retail,6.5,0,0
2023-09-22,Europe,France,Department Store,Men's Shoes,Core,Derby,LX-ME-01461,22,20340.04,909.54,9,0.6991,0.6243,0.0662,Returning Client,Retail,8.1,0,0
2023-08-22,Europe,UK,Department Store,Ready-to-Wear,Core,Coat,LX-RE-01462,28,61720.26,2136.98,11,0.7132,0.5926,0.0464,High Value,Retail,9.1,0,0
2023-04-20,Asia-Pacific,South Korea,Flagship,Women's Shoes,Seasonal,Pump,LX-WO-01463,25,32656.77,1250.02,12,0.6675,0.6438,0.0771,Returning Client,Retail,10.0,0,0
2024-09-17,Middle East,UAE,E-commerce,Ready-to-Wear,Seasonal,Dress,LX-RE-01464,11,21817.38,2032.17,5,0.6586,0.5771,0.1807,Returning Client,Clienteling,5.4,0,0
2024-02-11,Asia-Pacific,China,Boutique,Men's Shoes,Limited Edition,Sneaker,LX-ME-01465,12,13568.25,1286.73,0,0.9627,0.6299,0.065,Returning Client,Clienteling,6.0,1,0
2024-09-23,North America,USA,Flagship,Accessories,Core,Belt,LX-AC-01466,23,17123.61,732.42,12,0.6544,0.742,0.0572,New Client,Clienteling,8.1,0,0
2024-11-10,Europe,France,Department Store,Leather Goods,Seasonal,Wallet,LX-LE-01467,33,76150.05,2276.84,8,0.7862,0.6922,0.2184,High Value,E-commerce,7.9,0,0
2023-11-18,Asia-Pacific,Japan,E-commerce,Women's Shoes,Core,Boot,LX-WO-01468,35,29044.65,859.5,16,0.6828,0.6188,0.1753,Returning Client,E-commerce,4.7,0,0
2024-05-20,North America,USA,Flagship,Ready-to-Wear,Runway,Blazer,LX-RE-01469,27,80291.57,2960.44,11,0.7052,0.5778,0.0441,New Client,Retail,7.3,0,0
2023-06-14,Middle East,UAE,Flagship,Women's Shoes,Core,Sneaker,LX-WO-01470,34,38659.82,1102.33,13,0.7215,0.6056,0.0736,Returning Client,Retail,9.1,0,0
2024-11-15,Europe,UK,Department Store,Ready-to-Wear,Core,Coat,LX-RE-01471,13,29513.47,2181.9,5,0.7218,0.5926,0.0478,Returning Client,Retail,9.7,0,0
2023-11-18,North America,USA,Department Store,Accessories,Seasonal,Jewellery,LX-AC-01472,30,21875.65,733.59,14,0.6777,0.6927,0.0708,Returning Client,Clienteling,6.6,0,0
2024-12-18,Europe,France,Boutique,Accessories,Seasonal,Belt,LX-AC-01473,8,6350.32,760.7,3,0.7019,0.7431,0.065,Returning Client,Retail,9.9,0,1
2023-10-13,Asia-Pacific,Japan,Flagship,Men's Shoes,Core,Derby,LX-ME-01474,17,16391.44,928.01,4,0.7862,0.5936,0.0786,Returning Client,Retail,9.6,0,0
2024-09-05,Europe,UK,E-commerce,Accessories,Seasonal,Sunglasses,LX-AC-01475,9,5918.09,654.62,3,0.7107,0.6824,0.158,Returning Client,Retail,7.3,0,0
2024-04-01,Europe,Italy,E-commerce,Ready-to-Wear,Seasonal,Coat,LX-RE-01476,23,49667.95,2115.06,13,0.6331,0.5439,0.1523,High Value,Retail,8.4,0,0
2023-04-01,Asia-Pacific,Japan,Department Store,Men's Shoes,Core,Oxford,LX-ME-01477,14,11959.1,871.21,5,0.7312,0.5897,0.2044,New Client,E-commerce,5.7,0,0
2023-06-02,Europe,France,Department Store,Ready-to-Wear,Core,Coat,LX-RE-01478,26,64428.49,2371.31,8,0.7553,0.5724,0.1631,New Client,E-commerce,10.0,0,0
2023-02-23,Middle East,UAE,Flagship,Ready-to-Wear,Core,Knitwear,LX-RE-01479,26,68955.32,2586.18,10,0.7108,0.565,0.0704,Returning Client,Retail,8.7,0,1
2024-04-27,Asia-Pacific,South Korea,E-commerce,Ready-to-Wear,Runway,Coat,LX-RE-01480,24,63205.09,2641.47,7,0.7676,0.536,0.1466,New Client,Retail,6.8,0,0
2023-04-16,North America,USA,Boutique,Leather Goods,Seasonal,Wallet,LX-LE-01481,14,27258.32,2007.24,7,0.6592,0.7069,0.0584,High Value,Retail,5.0,0,0
2023-04-18,North America,USA,Department Store,Women's Shoes,Core,Sandal,LX-WO-01482,14,12981.74,928.66,4,0.7541,0.5972,0.202,Returning Client,E-commerce,6.9,0,0
2023-05-30,Asia-Pacific,China,Flagship,Men's Shoes,Core,Sneaker,LX-ME-01483,38,40673.17,1030.17,15,0.7046,0.622,0.0486,Returning Client,Clienteling,9.6,0,0
2023-02-28,North America,USA,Flagship,Women's Shoes,Seasonal,Sneaker,LX-WO-01484,5,5989.89,1146.39,3,0.6227,0.6303,0.0542,Returning Client,Retail,10.0,0,0
2024-06-24,Europe,Italy,Flagship,Women's Shoes,Runway,Pump,LX-WO-01485,9,14522.24,1559.77,7,0.5493,0.6441,0.1737,New Client,E-commerce,9.3,0,1
2024-02-05,Asia-Pacific,Japan,Flagship,Men's Shoes,Seasonal,Loafer,LX-ME-01486,8,8375.52,1042.25,3,0.6727,0.604,0.0443,High Value,Retail,7.3,0,0
2024-02-18,Middle East,UAE,Boutique,Ready-to-Wear,Seasonal,Coat,LX-RE-01487,2,4657.71,2311.52,0,0.7261,0.609,0.0718,Returning Client,Retail,7.5,0,0
2024-08-25,North America,USA,Department Store,Leather Goods,Runway,Clutch,LX-LE-01488,28,75547.08,2593.09,14,0.6637,0.6677,0.1602,High Value,E-commerce,9.7,0,0
2023-04-18,Europe,UK,Flagship,Men's Shoes,Limited Edition,Loafer,LX-ME-01489,11,16241.98,1412.96,2,0.8035,0.6629,0.0658,Returning Client,Clienteling,10.0,0,0
2023-08-13,Asia-Pacific,Japan,Flagship,Ready-to-Wear,Limited Edition,Coat,LX-RE-01490,14,51383.44,3692.4,1,0.9221,0.5992,0.079,Returning Client,Retail,6.6,0,0
2023-09-16,Asia-Pacific,South Korea,Department Store,Accessories,Runway,Sunglasses,LX-AC-01491,25,22825.06,886.41,14,0.6283,0.7213,0.1668,Returning Client,E-commerce,9.0,0,0
2023-11-24,Europe,France,Flagship,Men's Shoes,Limited Edition,Loafer,LX-ME-01492,16,22133.81,1354.91,2,0.8875,0.6525,0.1738,High Value,E-commerce,8.4,0,0
2024-02-11,North America,USA,Flagship,Accessories,Runway,Silk Scarf,LX-AC-01493,9,17440.29,1249.66,3,0.7008,0.7217,0.03,VIC,Retail,10.0,0,0
2023-03-19,Middle East,UAE,Flagship,Men's Shoes,Seasonal,Oxford,LX-ME-01494,4,4636.49,1152.21,1,0.7212,0.6085,0.0415,Returning Client,Retail,7.4,0,0
2024-02-22,Europe,UK,Flagship,Men's Shoes,Core,Sneaker,LX-ME-01495,2,2031.68,980.54,0,0.7603,0.6031,0.0697,High Value,Retail,9.4,0,0
2024-05-09,Asia-Pacific,Japan,Department Store,Accessories,Core,Belt,LX-AC-01496,27,18021.73,669.48,10,0.7282,0.7048,0.0566,New Client,Retail,6.8,0,0
2024-04-03,North America,USA,Department Store,Men's Shoes,Limited Edition,Loafer,LX-ME-01497,3,3791.13,1250.58,0,0.8934,0.6194,0.1812,New Client,E-commerce,7.7,0,1
2023-01-17,Asia-Pacific,Japan,Boutique,Leather Goods,Seasonal,Handbag,LX-LE-01498,16,27053.64,1688.32,9,0.6381,0.6964,0.1988,Returning Client,E-commerce,7.1,0,0
2024-12-06,North America,USA,Flagship,Men's Shoes,Runway,Loafer,LX-ME-01499,11,14430.23,1268.09,4,0.7101,0.5742,0.0446,Returning Client,Retail,9.3,0,0
2023-05-24,Europe,UK,E-commerce,Accessories,Seasonal,Silk Scarf,LX-AC-01500,9,4968.6,578.08,2,0.7711,0.691,0.1259,Returning Client,Retail,4.0,0,0
2023-07-27,North America,USA,Boutique,Leather Goods,Core,Handbag,LX-LE-01501,6,10835.53,1773.99,2,0.733,0.6649,0.0584,New Client,Retail,8.2,0,0
2023-09-08,Middle East,UAE,E-commerce,Men's Shoes,Core,Oxford,LX-ME-01502,10,8451.8,863.31,3,0.7466,0.5954,0.1323,High Value,Retail,5.6,0,0
2023-12-11,Asia-Pacific,China,Flagship,Women's Shoes,Runway,Sandal,LX-WO-01503,31,51689.56,1669.91,13,0.6993,0.6419,0.0498,High Value,Retail,6.9,0,0
2023-01-09,Europe,France,Boutique,Ready-to-Wear,Core,Blazer,LX-RE-01504,10,35443.96,2822.08,3,0.7144,0.5706,0.0859,VIC,E-commerce,5.6,0,1
2023-10-09,Europe,France,Boutique,Accessories,Core,Sunglasses,LX-AC-01505,2,1366.1,667.04,1,0.6627,0.6924,0.2039,New Client,E-commerce,8.6,0,0
2023-03-22,North America,USA,E-commerce,Ready-to-Wear,Core,Knitwear,LX-RE-01506,8,16850.37,2096.86,2,0.758,0.5364,0.1564,High Value,Retail,7.3,0,1
2023-10-21,Asia-Pacific,South Korea,Department Store,Women's Shoes,Seasonal,Boot,LX-WO-01507,16,16499.28,1043.73,6,0.7,0.6397,0.0455,Returning Client,Clienteling,6.2,0,0
2023-04-22,Europe,UK,Boutique,Men's Shoes,Seasonal,Oxford,LX-ME-01508,22,18157.75,844.35,5,0.804,0.6039,0.0432,High Value,Retail,5.5,0,0
2023-11-24,Asia-Pacific,Japan,Department Store,Accessories,Core,Sunglasses,LX-AC-01509,12,7544.45,636.34,4,0.7225,0.7051,0.0691,New Client,Clienteling,6.2,0,0
2024-02-10,Asia-Pacific,Japan,Boutique,Ready-to-Wear,Limited Edition,Knitwear,LX-RE-01510,14,45134.76,3253.19,1,0.8856,0.6145,0.0471,New Client,Retail,6.4,0,0
2024-07-29,Europe,Italy,Boutique,Accessories,Core,Silk Scarf,LX-AC-01511,9,6936.74,748.3,1,0.8585,0.7088,0.0745,New Client,Clienteling,9.0,0,0
2024-03-03,Asia-Pacific,Japan,Boutique,Women's Shoes,Seasonal,Sandal,LX-WO-01512,28,29117.03,1063.83,14,0.6643,0.5939,0.0622,New Client,Clienteling,5.5,0,0
2023-01-14,North America,USA,Flagship,Leather Goods,Limited Edition,Tote,LX-LE-01513,6,13159.35,2663.85,0,0.9563,0.7378,0.2138,High Value,E-commerce,6.3,1,0
2023-06-01,Europe,France,E-commerce,Ready-to-Wear,Core,Dress,LX-RE-01514,14,32754.13,2291.46,7,0.656,0.5442,0.1738,High Value,Retail,8.4,0,0
2023-04-17,Europe,Italy,Boutique,Ready-to-Wear,Seasonal,Knitwear,LX-RE-01515,24,64851.53,2627.27,12,0.6552,0.5529,0.0639,High Value,Retail,8.9,0,1
2023-10-15,Asia-Pacific,China,Department Store,Accessories,Core,Silk Scarf,LX-AC-01516,26,18096.83,668.94,10,0.7222,0.737,0.0538,High Value,Retail,9.7,0,0
2023-06-21,North America,USA,Department Store,Women's Shoes,Seasonal,Boot,LX-WO-01517,20,20403.96,994.83,11,0.6416,0.6032,0.0747,Returning Client,Retail,8.7,0,1
2023-09-09,North America,USA,Department Store,Leather Goods,Core,Handbag,LX-LE-01518,22,39600.47,1835.82,9,0.6997,0.6866,0.0513,Returning Client,Retail,5.7,0,0
2024-04-28,Asia-Pacific,South Korea,E-commerce,Ready-to-Wear,Core,Blazer,LX-RE-01519,5,9722.54,1974.12,1,0.8086,0.5617,0.1332,Returning Client,Clienteling,6.0,0,0
2024-07-16,North America,USA,Boutique,Women's Shoes,Seasonal,Sneaker,LX-WO-01520,18,15266.58,863.69,10,0.6212,0.6324,0.1793,Returning Client,E-commerce,5.8,0,1
2024-12-04,North America,USA,Boutique,Accessories,Seasonal,Jewellery,LX-AC-01521,31,18421.31,584.59,25,0.5504,0.7451,0.0687,New Client,Retail,8.1,0,1
2024-01-02,North America,USA,Boutique,Men's Shoes,Limited Edition,Derby,LX-ME-01522,5,5557.62,1303.37,0,0.9239,0.6185,0.1664,Returning Client,E-commerce,9.7,1,0
2024-04-27,Middle East,UAE,Department Store,Accessories,Core,Jewellery,LX-AC-01523,2,1385.13,678.32,0,0.7627,0.6919,0.0579,Returning Client,Retail,8.4,0,0
2023-10-14,Europe,France,Department Store,Ready-to-Wear,Seasonal,Blazer,LX-RE-01524,14,33912.95,2481.92,4,0.7414,0.5957,0.1871,New Client,E-commerce,5.4,0,0
2023-12-04,Middle East,UAE,Boutique,Leather Goods,Limited Edition,Wallet,LX-LE-01525,17,44927.03,2670.81,1,0.9045,0.7085,0.0426,High Value,Clienteling,6.3,0,0
2024-02-29,Middle East,UAE,Boutique,Women's Shoes,Core,Sandal,LX-WO-01526,16,17189.4,1067.93,4,0.7725,0.6401,0.2252,New Client,E-commerce,7.4,0,0
2024-04-18,Europe,Italy,Department Store,Men's Shoes,Seasonal,Loafer,LX-ME-01527,8,7213.35,926.69,3,0.7057,0.6191,0.0675,Returning Client,Retail,5.2,0,0
2024-02-04,North America,USA,Boutique,Ready-to-Wear,Core,Blazer,LX-RE-01528,6,23905.64,2806.56,2,0.7052,0.5634,0.0189,VIC,Retail,8.0,0,0
2023-07-05,North America,USA,Boutique,Men's Shoes,Core,Sneaker,LX-ME-01529,19,16422.87,865.66,6,0.7441,0.5969,0.0724,Returning Client,Retail,6.9,0,0
2023-04-14,North America,USA,Boutique,Accessories,Seasonal,Belt,LX-AC-01530,18,13123.71,704.78,5,0.76,0.7423,0.0539,New Client,Retail,9.3,0,0
2023-03-10,Europe,Italy,Boutique,Accessories,Seasonal,Silk Scarf,LX-AC-01531,5,3781.59,726.88,2,0.6991,0.6987,0.0574,New Client,Retail,9.7,0,0
2023-06-08,Asia-Pacific,Japan,Flagship,Ready-to-Wear,Core,Coat,LX-RE-01532,5,11967.79,2422.63,1,0.8123,0.6049,0.0585,Returning Client,Retail,6.2,0,0
2023-12-25,Europe,UK,Department Store,Ready-to-Wear,Seasonal,Dress,LX-RE-01533,27,56238.98,1993.23,15,0.6354,0.5515,0.1689,Returning Client,E-commerce,10.0,0,1
2023-01-27,North America,USA,Boutique,Men's Shoes,Limited Edition,Loafer,LX-ME-01534,6,6257.91,1253.96,0,0.9503,0.6553,0.0664,Returning Client,Retail,7.3,1,0
2024-06-23,Europe,UK,Boutique,Men's Shoes,Seasonal,Oxford,LX-ME-01535,13,10956.27,829.11,6,0.6636,0.5718,0.0737,High Value,Retail,8.1,0,1
2023-11-11,North America,USA,Flagship,Men's Shoes,Runway,Derby,LX-ME-01536,8,9927.84,1224.45,3,0.6731,0.6287,0.0531,Returning Client,Retail,7.9,0,1
2023-10-12,Asia-Pacific,South Korea,Department Store,Ready-to-Wear,Limited Edition,Dress,LX-RE-01537,3,14326.03,4057.5,0,0.9449,0.6196,0.0613,VIC,E-commerce,6.9,1,0
2023-06-26,North America,USA,Department Store,Men's Shoes,Limited Edition,Oxford,LX-ME-01538,3,3169.41,1337.3,0,0.9472,0.6358,0.2033,Returning Client,E-commerce,8.5,1,0
2024-06-13,Asia-Pacific,China,Boutique,Accessories,Runway,Jewellery,LX-AC-01539,20,20833.82,1002.59,13,0.5946,0.6928,0.0525,New Client,Retail,9.6,0,0
2023-02-21,Middle East,UAE,Boutique,Women's Shoes,Seasonal,Pump,LX-WO-01540,17,16468.58,968.74,4,0.7909,0.5949,0.0464,High Value,Clienteling,7.0,0,1
2024-09-07,Middle East,UAE,Department Store,Leather Goods,Limited Edition,Handbag,LX-LE-01541,13,32799.48,2549.81,1,0.9054,0.7036,0.0624,Returning Client,Retail,6.3,0,0
2024-07-20,Europe,France,E-commerce,Ready-to-Wear,Core,Knitwear,LX-RE-01542,14,44894.82,2657.09,6,0.6689,0.5574,0.067,VIC,E-commerce,6.4,0,0
2023-08-16,North America,USA,Boutique,Leather Goods,Seasonal,Tote,LX-LE-01543,1,3435.87,2380.2,0,0.6859,0.6966,0.0303,VIC,Retail,6.7,0,0
2024-06-23,Asia-Pacific,Japan,Boutique,Accessories,Seasonal,Jewellery,LX-AC-01544,8,5483.54,664.51,3,0.7191,0.7058,0.0681,Returning Client,Retail,9.1,0,1
2024-05-23,Asia-Pacific,China,E-commerce,Accessories,Core,Silk Scarf,LX-AC-01545,6,3851.76,652.73,2,0.6757,0.6851,0.1964,New Client,E-commerce,5.9,0,0
2023-04-02,Asia-Pacific,Japan,Flagship,Ready-to-Wear,Seasonal,Blazer,LX-RE-01546,11,30963.02,2752.88,3,0.7693,0.5899,0.194,New Client,E-commerce,8.5,0,0
2023-02-08,North America,USA,Flagship,Men's Shoes,Seasonal,Derby,LX-ME-01547,10,11239.43,1135.87,3,0.7449,0.6286,0.0422,Returning Client,Retail,6.3,0,0
2024-05-17,Asia-Pacific,South Korea,Flagship,Accessories,Seasonal,Silk Scarf,LX-AC-01548,37,26817.76,701.65,18,0.6669,0.7211,0.0471,New Client,Retail,9.2,0,0
2023-10-03,Europe,UK,Department Store,Men's Shoes,Seasonal,Loafer,LX-ME-01549,11,10249.48,945.96,3,0.773,0.602,0.0455,Returning Client,Retail,6.0,0,0
2023-10-07,North America,USA,E-commerce,Men's Shoes,Core,Sneaker,LX-ME-01550,29,21573.02,778.95,9,0.7612,0.5536,0.1575,High Value,Retail,4.0,0,0
2024-02-05,Middle East,UAE,Boutique,Ready-to-Wear,Core,Knitwear,LX-RE-01551,12,30592.66,2446.63,3,0.7525,0.5886,0.0604,New Client,Clienteling,9.8,0,0
2024-07-22,North America,USA,E-commerce,Women's Shoes,Seasonal,Sneaker,LX-WO-01552,2,2952.69,1054.71,1,0.6334,0.5975,0.0703,VIC,Retail,7.5,0,1
2024-08-25,North America,USA,Boutique,Women's Shoes,Limited Edition,Sandal,LX-WO-01553,14,14869.45,1316.91,0,0.9727,0.6319,0.0604,High Value,Clienteling,5.4,1,0
2024-04-11,Europe,Italy,Boutique,Ready-to-Wear,Seasonal,Blazer,LX-RE-01554,11,30305.78,2746.83,4,0.6945,0.6092,0.0782,New Client,Retail,7.2,0,0
2024-05-24,North America,USA,Boutique,Men's Shoes,Seasonal,Sneaker,LX-ME-01555,6,5685.02,930.75,4,0.5673,0.5712,0.0545,Returning Client,Retail,8.2,0,0
2024-12-27,Asia-Pacific,Japan,Department Store,Men's Shoes,Core,Oxford,LX-ME-01556,21,17513.14,832.71,7,0.7454,0.6079,0.1558,Returning Client,E-commerce,7.1,0,0
2023-03-29,Europe,France,Flagship,Leather Goods,Seasonal,Wallet,LX-LE-01557,1,3323.6,2634.49,0,0.6991,0.7048,0.0952,VIC,E-commerce,8.1,0,0
2024-08-27,Asia-Pacific,China,Boutique,Women's Shoes,Core,Boot,LX-WO-01558,7,7453.03,1041.29,1,0.7879,0.612,0.0777,Returning Client,Retail,8.5,0,0
2023-02-21,Europe,France,Boutique,Women's Shoes,Core,Boot,LX-WO-01559,12,12828.49,1027.43,2,0.8048,0.632,0.1524,Returning Client,E-commerce,9.7,0,0
2024-12-30,Asia-Pacific,South Korea,E-commerce,Accessories,Core,Silk Scarf,LX-AC-01560,21,13722.63,645.71,8,0.7226,0.6688,0.1756,Returning Client,Retail,7.8,0,0
2024-01-04,North America,USA,Flagship,Women's Shoes,Limited Edition,Sandal,LX-WO-01561,14,24924.62,1708.57,1,0.8836,0.6756,0.0506,New Client,Retail,9.8,0,0
2024-01-02,Middle East,UAE,E-commerce,Men's Shoes,Limited Edition,Sneaker,LX-ME-01562,19,22675.56,1224.68,2,0.8891,0.6144,0.1405,High Value,Clienteling,5.3,0,1
2023-11-23,Asia-Pacific,South Korea,Flagship,Ready-to-Wear,Core,Blazer,LX-RE-01563,17,42605.27,2398.27,7,0.6875,0.5632,0.1298,High Value,E-commerce,10.0,0,0
2024-01-01,Europe,Italy,Department Store,Leather Goods,Limited Edition,Clutch,LX-LE-01564,8,24855.84,2977.46,1,0.8404,0.7408,0.1498,Returning Client,E-commerce,9.9,0,0
2024-06-23,North America,USA,Department Store,Ready-to-Wear,Core,Knitwear,LX-RE-01565,25,52571.02,2164.53,7,0.7634,0.5606,0.1497,High Value,E-commerce,5.1,0,0
2024-02-25,Asia-Pacific,China,Boutique,Accessories,Core,Silk Scarf,LX-AC-01566,29,20102.07,713.51,9,0.7558,0.7474,0.2042,Returning Client,E-commerce,5.1,0,0
2023-02-25,North America,USA,Department Store,Ready-to-Wear,Seasonal,Knitwear,LX-RE-01567,28,58365.4,2038.61,13,0.6827,0.565,0.0661,High Value,Clienteling,8.5,0,1
2024-02-02,North America,USA,Department Store,Men's Shoes,Limited Edition,Loafer,LX-ME-01568,17,19716.52,1149.45,2,0.8734,0.6496,0.0489,New Client,Retail,7.6,0,0
2023-07-31,Europe,UK,Boutique,Men's Shoes,Runway,Oxford,LX-ME-01569,1,1004.15,1004.15,0,0.6234,0.5872,0.0423,High Value,Retail,7.0,0,1
2024-09-26,Asia-Pacific,China,Department Store,Accessories,Core,Silk Scarf,LX-AC-01570,24,16537.2,700.61,8,0.7278,0.6933,0.0787,Returning Client,Retail,5.9,0,1
2024-05-23,Europe,France,Boutique,Women's Shoes,Limited Edition,Sneaker,LX-WO-01571,9,13463.26,1463.0,0,0.9061,0.6776,0.049,New Client,Retail,8.5,0,0
2024-09-12,Asia-Pacific,Japan,Flagship,Women's Shoes,Seasonal,Pump,LX-WO-01572,21,21878.27,1005.62,6,0.7526,0.6127,0.1331,New Client,E-commerce,9.4,0,0
2023-03-19,Europe,France,Flagship,Ready-to-Wear,Seasonal,Coat,LX-RE-01573,7,18299.23,2633.93,4,0.6087,0.56,0.077,Returning Client,Retail,6.5,0,0
2024-09-21,Europe,UK,Boutique,Men's Shoes,Limited Edition,Derby,LX-ME-01574,16,17597.6,1130.37,1,0.9136,0.6549,0.071,High Value,Retail,5.2,0,0
2024-10-17,North America,USA,Boutique,Accessories,Core,Sunglasses,LX-AC-01575,28,18564.72,658.09,6,0.8099,0.7035,0.1647,Returning Client,E-commerce,7.5,0,0
